"","ppm","state","USA_region","source","mgstr","bulk_purchase","fac_mgstr","pred"
"3364",0.4,"Connecticut","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"3365",0.25,"Florida","South","No Input",40,"Not Bulk","40",0.653578499828212
"3366",0.5,"Kentucky","South","No Input",10,"Not Bulk","10",0.795351133909905
"3367",0.8,"New Mexico","West","No Input",10,"Bulk","10",0.708779250836183
"3368",1,"Wisconsin","Midwest","Heard it",10,"Bulk","10",0.744725817043376
"3369",0.5,"California","West","Personal",10,"Bulk","10",0.683176883295147
"3370",0.7,"Florida","South","Personal",10,"Not Bulk","10",0.769748766368869
"3371",0.1,"Texas","South","Personal",10,"Bulk","10",0.683176883295147
"3372",1,"South Carolina","South","Heard it",40,"Not Bulk","40",0.689525066035405
"3373",0.4,"Michigan","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"3374",0.7,"Missouri","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"3375",0.05,"California","West","Heard it",10,"Not Bulk","10",0.831297700117098
"3376",1.25,"Tennessee","South","No Input",40,"Not Bulk","40",0.653578499828212
"3377",1.5,"California","West","No Input",10,"Bulk","10",0.708779250836182
"3378",1,"Georgia","South","Personal",5,"Not Bulk","5",1.0586698797988
"3379",2,"North Carolina","South","No Input",10,"Not Bulk","10",0.795351133909905
"3380",1,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"3381",1,"Delaware","South","No Input",10,"Not Bulk","10",0.795351133909905
"3382",0.5,"Missouri","Midwest","No Input",40,"Not Bulk","40",0.653578499828212
"3383",1.3,"New York","Northeast","No Input",10,"Bulk","10",0.708779250836182
"3384",0.75,"Georgia","South","Heard it",40,"Not Bulk","40",0.689525066035405
"3385",0.8,"Michigan","Midwest","Internet",10,"Bulk","10",0.625137833973486
"3386",0.5,"Nevada","West","Heard it",10,"Not Bulk","10",0.831297700117098
"3387",2,"California","West","No Input",5,"Not Bulk","5",1.08427224733984
"3388",0.5,"Texas","South","No Input",10,"Not Bulk","10",0.795351133909905
"3389",0.1,"New York","Northeast","Internet",10,"Not Bulk","10",0.711709717047208
"3390",1,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"3391",2,"Illinois","Midwest","Heard it",5,"Bulk","5",1.03364693047331
"3392",1,"Indiana","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"3393",0.4,"California","West","Heard it",10,"Not Bulk","10",0.831297700117098
"3394",0.5,"New York","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"3395",0.6,"Oklahoma","South","No Input",10,"Not Bulk","10",0.795351133909905
"3396",1,"Maryland","South","No Input",10,"Not Bulk","10",0.795351133909905
"3397",0.1,"Connecticut","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"3398",0.3,"Florida","South","Heard it",40,"Not Bulk","40",0.689525066035405
"3399",1,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"3400",1,"Alabama","South","No Input",10,"Not Bulk","10",0.795351133909905
"3401",0.7,"Virginia","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3402",0.175,"Kansas","Midwest","Heard it",40,"Not Bulk","40",0.689525066035405
"3403",0.7,"New Hampshire","Northeast","Personal",10,"Bulk","10",0.683176883295147
"3404",2,"California","West","Personal",5,"Not Bulk","5",1.0586698797988
"3405",1,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"3406",0.5,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"3407",0.5,"North Carolina","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3408",1,"New York","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"3409",1,"Washington","West","Internet",40,"Not Bulk","40",0.569937082965515
"3410",1.5,"Washington","West","No Input",10,"Not Bulk","10",0.795351133909905
"3411",2,"Georgia","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3412",0.5,"Texas","South","Personal",10,"Not Bulk","10",0.769748766368869
"3413",0.2,"Texas","South","Internet",10,"Not Bulk","10",0.711709717047208
"3414",0.1,"Arizona","West","Heard it",10,"Not Bulk","10",0.831297700117098
"3415",0.75,"Tennessee","South","Personal",40,"Not Bulk","40",0.627976132287176
"3416",1,"Colorado","West","Heard it",10,"Not Bulk","10",0.831297700117098
"3417",1,"Washington","West","Heard it",10,"Not Bulk","10",0.831297700117098
"3418",0.8,"Louisiana","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3419",1,"Hawaii","West","No Input",10,"Not Bulk","10",0.795351133909905
"3420",1,"Washington","West","Personal",10,"Not Bulk","10",0.769748766368869
"3421",1,"Virginia","South","Personal",10,"Not Bulk","10",0.769748766368869
"3422",1.4,"Louisiana","South","Personal",5,"Not Bulk","5",1.0586698797988
"3423",1,"Louisiana","South","Heard it",5,"Not Bulk","5",1.12021881354703
"3424",0.1,"Iowa","Midwest","Personal",10,"Bulk","10",0.683176883295147
"3425",1,"Wisconsin","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"3426",1,"Texas","South","No Input",10,"Not Bulk","10",0.795351133909905
"3427",1,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"3428",1,"Texas","South","Personal",10,"Not Bulk","10",0.769748766368869
"3429",0.8,"Florida","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3430",1,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"3431",0.5,"Maryland","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3432",0.6,"South Carolina","South","Heard it",10,"Bulk","10",0.744725817043376
"3433",0.2,"Michigan","Midwest","No Input",5,"Not Bulk","5",1.08427224733984
"3434",0.7,"Missouri","Midwest","Heard it",10,"Bulk","10",0.744725817043376
"3435",0.5,"Delaware","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3436",0.8,"New York","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"3437",1,"Washington","West","Internet",10,"Not Bulk","10",0.711709717047208
"3438",0.2,"Indiana","Midwest","Personal",10,"Bulk","10",0.683176883295147
"3439",1,"New York","Northeast","No Input",10,"Bulk","10",0.708779250836183
"3440",0.1,"Florida","South","No Input",10,"Bulk","10",0.708779250836182
"3441",2,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"3442",0.8,"Indiana","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"3443",1,"Florida","South","Personal",10,"Not Bulk","10",0.769748766368869
"3444",0.5,"Nevada","West","Personal",10,"Not Bulk","10",0.769748766368869
"3445",1.2,"Georgia","South","No Input",5,"Not Bulk","5",1.08427224733984
"3446",1,"Florida","South","Personal",10,"Not Bulk","10",0.769748766368869
"3447",0.2,"Florida","South","Heard it",5,"Not Bulk","5",1.12021881354703
"3448",0.5,"North Carolina","South","No Input",10,"Not Bulk","10",0.795351133909905
"3449",0.5,"Utah","West","Internet",10,"Bulk","10",0.625137833973486
"3450",1,"Illinois","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"3451",0.5,"Arkansas","South","No Input",10,"Not Bulk","10",0.795351133909905
"3452",1,"Indiana","Midwest","Heard it",5,"Not Bulk","5",1.12021881354703
"3453",0.5,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"3454",1,"New York","Northeast","Personal",5,"Bulk","5",0.972097996725079
"3455",1,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"3456",0.5,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"3457",1,"Oklahoma","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3458",0.3,"South Carolina","South","Personal",5,"Bulk","5",0.972097996725079
"3459",1,"Nevada","West","Personal",10,"Bulk","10",0.683176883295147
"3460",1,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"3461",0.3,"Wisconsin","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"3462",2,"Michigan","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"3463",1,"North Carolina","South","No Input",40,"Not Bulk","40",0.653578499828212
"3464",0.5,"Washington","West","Personal",10,"Not Bulk","10",0.769748766368869
"3465",0.4,"Michigan","Midwest","Heard it",5,"Bulk","5",1.03364693047331
"3466",0.7,"Ohio","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"3467",0.8,"Idaho","West","Heard it",5,"Not Bulk","5",1.12021881354703
"3468",2,"North Carolina","South","No Input",10,"Not Bulk","10",0.795351133909905
"3469",0.5,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"3470",0.5,"Texas","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3471",0.5,"Indiana","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"3472",0.8,"Indiana","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"3473",1.2,"California","West","No Input",5,"Not Bulk","5",1.08427224733984
"3474",0.5,"Delaware","South","Personal",40,"Not Bulk","40",0.627976132287176
"3475",1,"California","West","Heard it",10,"Not Bulk","10",0.831297700117098
"3476",1,"Oregon","West","No Input",10,"Not Bulk","10",0.795351133909905
"3477",0.6,"Minnesota","Midwest","Personal",10,"Bulk","10",0.683176883295147
"3478",0.5,"Arizona","West","No Input",10,"Not Bulk","10",0.795351133909905
"3479",0.8,"Michigan","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"3480",1,"California","West","Heard it",10,"Not Bulk","10",0.831297700117098
"3481",1,"Nebraska","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"3482",0.0125,"Texas","South","Personal",40,"Not Bulk","40",0.627976132287176
"3483",0.2,"California","West","No Input",5,"Not Bulk","5",1.08427224733984
"3484",0.1,"Nevada","West","No Input",10,"Bulk","10",0.708779250836182
"3485",0.5,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"3486",0.5,"New York","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"3487",2,"Georgia","South","Internet",10,"Bulk","10",0.625137833973486
"3488",0.15,"Washington","West","Internet",10,"Not Bulk","10",0.711709717047208
"3489",0.6,"Maryland","South","Personal",10,"Not Bulk","10",0.769748766368869
"3490",1,"Indiana","Midwest","Personal",5,"Not Bulk","5",1.0586698797988
"3491",0.25,"Nevada","West","No Input",40,"Not Bulk","40",0.653578499828212
"3492",0.5,"Kansas","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"3493",0.5,"Washington","West","Personal",10,"Bulk","10",0.683176883295147
"3494",1,"Oregon","West","Heard it",5,"Not Bulk","5",1.12021881354703
"3495",0.5,"Maryland","South","Personal",10,"Not Bulk","10",0.769748766368869
"3496",1.5,"Massachusetts","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"3497",0.325,"California","West","Heard it",40,"Bulk","40",0.602953182961683
"3498",1,"Florida","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3499",0.7,"Indiana","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"3500",0.6,"Oregon","West","Internet",10,"Not Bulk","10",0.711709717047208
"3501",1,"Maryland","South","No Input",5,"Not Bulk","5",1.08427224733984
"3502",0.5,"New York","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"3503",1,"Virginia","South","No Input",10,"Not Bulk","10",0.795351133909905
"3504",0.3,"Kansas","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"3505",1,"Massachusetts","Northeast","No Input",5,"Not Bulk","5",1.08427224733984
"3506",1,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"3507",1,"Virginia","South","No Input",10,"Not Bulk","10",0.795351133909905
"3508",0.4,"Texas","South","No Input",5,"Not Bulk","5",1.08427224733984
"3509",2,"Georgia","South","No Input",10,"Not Bulk","10",0.795351133909905
"3510",0.75,"California","West","Heard it",40,"Not Bulk","40",0.689525066035405
"3511",1,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"3512",0.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"3513",0.5,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"3514",2,"Kansas","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"3515",2,"Louisiana","South","No Input",10,"Not Bulk","10",0.795351133909905
"3516",0.8,"Indiana","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"3517",0.6,"Washington","West","No Input",10,"Not Bulk","10",0.795351133909905
"3518",0.5,"Georgia","South","Personal",40,"Not Bulk","40",0.627976132287176
"3519",0.6,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"3520",1,"Nebraska","Midwest","No Input",5,"Bulk","5",0.997700364266115
"3521",1,"Texas","South","Personal",5,"Not Bulk","5",1.0586698797988
"3522",0.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"3523",0.025,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"3524",1,"Arizona","West","Heard it",10,"Bulk","10",0.744725817043376
"3525",0.5,"Arizona","West","Personal",10,"Not Bulk","10",0.769748766368869
"3526",1,"Texas","South","No Input",5,"Not Bulk","5",1.08427224733984
"3527",0.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"3528",0.6,"Oregon","West","Personal",10,"Not Bulk","10",0.769748766368869
"3529",0.45,"California","West","Heard it",10,"Bulk","10",0.744725817043376
"3530",1,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"3531",2,"New York","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"3532",0.5,"Minnesota","Midwest","Personal",10,"Bulk","10",0.683176883295147
"3533",1.5,"Arkansas","South","Personal",10,"Not Bulk","10",0.769748766368869
"3534",1,"Illinois","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"3535",0.5,"Washington","West","Personal",10,"Not Bulk","10",0.769748766368869
"3536",1,"Michigan","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"3537",1,"Florida","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3538",0.25,"Florida","South","No Input",40,"Not Bulk","40",0.653578499828212
"3539",1,"Oregon","West","Heard it",10,"Not Bulk","10",0.831297700117098
"3540",0.5,"Texas","South","Internet",10,"Not Bulk","10",0.711709717047208
"3541",0.5,"West Virginia","South","Personal",10,"Not Bulk","10",0.769748766368869
"3542",0.5,"Pennsylvania","Northeast","Internet",10,"Not Bulk","10",0.711709717047208
"3543",0.3,"Arizona","West","Personal",10,"Not Bulk","10",0.769748766368869
"3544",1,"Ohio","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"3545",1,"New Jersey","Northeast","Heard it",5,"Bulk","5",1.03364693047331
"3546",2,"Washington","West","No Input",10,"Not Bulk","10",0.795351133909905
"3547",2,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"3548",0.8,"Kentucky","South","Heard it",10,"Bulk","10",0.744725817043376
"3549",1,"Florida","South","Personal",5,"Not Bulk","5",1.0586698797988
"3550",1,"New Jersey","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"3551",1.2,"Tennessee","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3552",0.7,"Indiana","Midwest","Personal",10,"Bulk","10",0.683176883295147
"3553",0.5,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"3554",1,"New York","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"3555",0.5,"Illinois","Midwest","Heard it",10,"Bulk","10",0.744725817043376
"3556",0.5,"Minnesota","Midwest","Internet",10,"Not Bulk","10",0.711709717047208
"3557",1.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"3558",1.5,"California","West","Heard it",10,"Not Bulk","10",0.831297700117098
"3559",1,"New York","Northeast","Personal",10,"Bulk","10",0.683176883295147
"3560",2,"California","West","Personal",5,"Not Bulk","5",1.0586698797988
"3561",0.3,"Texas","South","Personal",10,"Bulk","10",0.683176883295147
"3562",0.5,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"3563",2,"Tennessee","South","Internet",5,"Not Bulk","5",1.00063083047714
"3564",0.2,"Indiana","Midwest","No Input",10,"Bulk","10",0.708779250836182
"3565",1,"Florida","South","Personal",10,"Not Bulk","10",0.769748766368869
"3566",1,"Arkansas","South","Personal",5,"Not Bulk","5",1.0586698797988
"3567",2,"Illinois","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"3568",0.5,"Michigan","Midwest","Internet",10,"Bulk","10",0.625137833973486
"3569",0.8,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"3570",1,"Texas","South","Personal",40,"Not Bulk","40",0.627976132287176
"3571",1,"Virginia","South","Personal",10,"Not Bulk","10",0.769748766368869
"3572",0.2,"Texas","South","Personal",10,"Not Bulk","10",0.769748766368869
"3573",0.5,"Ohio","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"3574",0.7,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"3575",0.6,"North Carolina","South","No Input",5,"Bulk","5",0.997700364266115
"3576",0.075,"Texas","South","Personal",40,"Not Bulk","40",0.627976132287176
"3577",0.5,"Texas","South","No Input",10,"Not Bulk","10",0.795351133909905
"3578",0.8,"California","West","Heard it",5,"Not Bulk","5",1.12021881354703
"3579",0.5,"New Jersey","Northeast","No Input",10,"Bulk","10",0.708779250836182
"3580",0.5,"New Jersey","Northeast","Heard it",40,"Not Bulk","40",0.689525066035405
"3581",1,"South Carolina","South","Personal",10,"Not Bulk","10",0.769748766368869
"3582",1,"Texas","South","No Input",5,"Not Bulk","5",1.08427224733984
"3583",0.3,"California","West","No Input",5,"Bulk","5",0.997700364266115
"3584",0.5,"California","West","Personal",5,"Not Bulk","5",1.0586698797988
"3585",1,"Pennsylvania","Northeast","Personal",5,"Not Bulk","5",1.0586698797988
"3586",1,"South Carolina","South","No Input",40,"Not Bulk","40",0.653578499828212
"3587",0.5,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"3588",1,"Ohio","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"3589",0.8,"Texas","South","Personal",10,"Not Bulk","10",0.769748766368869
"3590",1,"Oregon","West","Personal",5,"Not Bulk","5",1.0586698797988
"3591",0.8,"Texas","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3592",1.1,"Massachusetts","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"3593",1,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"3594",0.5,"Texas","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3595",0.5,"Texas","South","No Input",10,"Not Bulk","10",0.795351133909905
"3596",1,"Idaho","West","Personal",10,"Bulk","10",0.683176883295147
"3597",0.6,"Texas","South","No Input",5,"Not Bulk","5",1.08427224733984
"3598",2,"Nevada","West","No Input",10,"Not Bulk","10",0.795351133909905
"3599",1,"Georgia","South","No Input",10,"Not Bulk","10",0.795351133909905
"3600",1,"California","West","Heard it",5,"Not Bulk","5",1.12021881354703
"3601",0.375,"Missouri","Midwest","No Input",40,"Not Bulk","40",0.653578499828212
"3602",0.5,"Nebraska","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"3603",0.6,"Kentucky","South","No Input",10,"Not Bulk","10",0.795351133909905
"3604",1.5,"Alabama","South","Personal",10,"Not Bulk","10",0.769748766368869
"3605",0.5,"California","West","Heard it",10,"Not Bulk","10",0.831297700117098
"3606",1,"Georgia","South","No Input",10,"Not Bulk","10",0.795351133909905
"3607",1,"Oregon","West","No Input",10,"Not Bulk","10",0.795351133909905
"3608",0.8,"Texas","South","No Input",10,"Not Bulk","10",0.795351133909905
"3609",1,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"3610",0.8,"Alabama","South","Personal",10,"Not Bulk","10",0.769748766368869
"3611",1.25,"Ohio","Midwest","No Input",40,"Not Bulk","40",0.653578499828212
"3612",0.3,"California","West","Heard it",10,"Not Bulk","10",0.831297700117098
"3613",0.625,"Mississippi","South","Personal",40,"Not Bulk","40",0.627976132287176
"3614",0.34,"Nevada","West","No Input",10,"Bulk","10",0.708779250836183
"3615",0.4,"Arizona","West","Internet",5,"Not Bulk","5",1.00063083047714
"3616",0.9,"Arkansas","South","Heard it",10,"Bulk","10",0.744725817043376
"3617",1,"New York","Northeast","Personal",40,"Not Bulk","40",0.627976132287176
"3618",0.5,"Missouri","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"3619",0.8,"Texas","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3620",0.4,"Michigan","Midwest","Heard it",10,"Bulk","10",0.744725817043376
"3621",0.1,"Washington","West","Personal",10,"Not Bulk","10",0.769748766368869
"3622",2,"Washington","West","No Input",10,"Not Bulk","10",0.795351133909905
"3623",1,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"3624",1,"Tennessee","South","Personal",40,"Not Bulk","40",0.627976132287176
"3625",0.5,"Georgia","South","Personal",40,"Not Bulk","40",0.627976132287176
"3626",0.225,"West Virginia","South","No Input",40,"Not Bulk","40",0.653578499828212
"3627",1,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"3628",1,"California","West","Heard it",10,"Not Bulk","10",0.831297700117098
"3629",2,"Ohio","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"3630",0.1,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"3631",0.3,"Washington","West","Personal",10,"Not Bulk","10",0.769748766368869
"3632",1.4,"Pennsylvania","Northeast","Heard it",5,"Not Bulk","5",1.12021881354703
"3633",0.75,"Georgia","South","Heard it",40,"Bulk","40",0.602953182961683
"3634",0.5,"Minnesota","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"3635",1,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"3636",1,"Alaska","West","No Input",10,"Not Bulk","10",0.795351133909905
"3637",0.8,"Oregon","West","No Input",5,"Not Bulk","5",1.08427224733984
"3638",1,"Illinois","Midwest","No Input",40,"Not Bulk","40",0.653578499828212
"3639",0.4,"Colorado","West","No Input",5,"Not Bulk","5",1.08427224733984
"3640",1.6,"Ohio","Midwest","Heard it",5,"Not Bulk","5",1.12021881354703
"3641",0.625,"Texas","South","Heard it",40,"Not Bulk","40",0.689525066035405
"3642",0.6,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"3643",0.1,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"3644",0.4,"Washington","West","No Input",5,"Not Bulk","5",1.08427224733984
"3645",1,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"3646",1,"Florida","South","Personal",10,"Bulk","10",0.683176883295147
"3647",0.5,"Washington","West","Heard it",10,"Bulk","10",0.744725817043376
"3648",1,"North Carolina","South","Personal",10,"Not Bulk","10",0.769748766368869
"3649",0.5,"California","West","No Input",10,"Not Bulk","10",0.795351133909905
"3650",0.1,"Florida","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3651",0.6,"California","West","Heard it",10,"Not Bulk","10",0.831297700117098
"3652",0.8,"California","West","No Input",10,"Bulk","10",0.708779250836183
"3653",1.2,"Florida","South","Personal",10,"Bulk","10",0.683176883295147
"3654",0.5,"Utah","West","Personal",10,"Not Bulk","10",0.769748766368869
"3655",0.7,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"3656",2,"Arkansas","South","No Input",10,"Not Bulk","10",0.795351133909905
"3657",1,"Florida","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3658",0.2,"New Mexico","West","Personal",5,"Bulk","5",0.972097996725079
"3659",1,"Colorado","West","Personal",10,"Bulk","10",0.683176883295147
"3660",1,"Florida","South","Personal",10,"Not Bulk","10",0.769748766368869
"3661",0.75,"Ohio","Midwest","Heard it",40,"Not Bulk","40",0.689525066035405
"3662",0.1,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"3663",1,"Florida","South","Heard it",10,"Bulk","10",0.744725817043376
"3664",0.5,"Michigan","Midwest","Internet",10,"Not Bulk","10",0.711709717047208
"3665",1.4,"Ohio","Midwest","Heard it",5,"Not Bulk","5",1.12021881354703
"3666",0.5,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"3667",0.2,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"3668",1,"Indiana","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"3669",1,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"3670",0.7,"Georgia","South","Personal",10,"Not Bulk","10",0.769748766368869
"3671",1,"North Carolina","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3672",1,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"3673",0.1,"Florida","South","Internet",10,"Not Bulk","10",0.711709717047208
"3674",0.8,"Texas","South","Heard it",10,"Bulk","10",0.744725817043376
"3675",1,"Ohio","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"3676",0.5,"Texas","South","Personal",40,"Not Bulk","40",0.627976132287176
"3677",0.25,"South Carolina","South","Personal",10,"Not Bulk","10",0.769748766368869
"3678",0.5,"North Carolina","South","Personal",10,"Not Bulk","10",0.769748766368869
"3679",1,"North Carolina","South","No Input",5,"Not Bulk","5",1.08427224733984
"3680",0.375,"Hawaii","West","Heard it",40,"Not Bulk","40",0.689525066035405
"3681",1.5,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"3682",0.5,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"3683",0.2,"California","West","Personal",10,"Bulk","10",0.683176883295147
"3684",1,"New York","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"3685",0.5,"Rhode Island","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"3686",1,"Indiana","Midwest","Heard it",10,"Not Bulk","10",0.831297700117098
"3687",1,"Arizona","West","Personal",10,"Not Bulk","10",0.769748766368869
"3688",1,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10",0.769748766368869
"3689",1.6,"New Jersey","Northeast","Personal",5,"Bulk","5",0.972097996725079
"3690",0.625,"Indiana","Midwest","Personal",40,"Bulk","40",0.541404249213454
"3691",0.5,"Texas","South","No Input",10,"Not Bulk","10",0.795351133909905
"3692",0.8,"Florida","South","Personal",10,"Bulk","10",0.683176883295147
"3693",1,"Florida","South","No Input",5,"Not Bulk","5",1.08427224733984
"3694",1.2,"Florida","South","No Input",5,"Bulk","5",0.997700364266115
"3695",0.4,"California","West","No Input",10,"Bulk","10",0.708779250836183
"3696",1,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"3697",1,"Washington","West","No Input",10,"Not Bulk","10",0.795351133909905
"3698",0.5,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
"3699",0.5,"Maryland","South","Personal",40,"Not Bulk","40",0.627976132287176
"3700",1,"West Virginia","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3701",1,"Kentucky","South","Personal",10,"Not Bulk","10",0.769748766368869
"3702",1.2,"Michigan","Midwest","No Input",10,"Not Bulk","10",0.795351133909905
"3703",1,"Louisiana","South","No Input",5,"Bulk","5",0.997700364266115
"3704",2,"Ohio","Midwest","Internet",5,"Not Bulk","5",1.00063083047714
"3705",0.4,"New York","Northeast","No Input",10,"Not Bulk","10",0.795351133909905
"3706",0.5,"Utah","West","Heard it",10,"Not Bulk","10",0.831297700117098
"3707",0.5,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"3708",0.5,"California","West","Personal",10,"Not Bulk","10",0.769748766368869
"3709",0.7,"Ohio","Midwest","Personal",10,"Not Bulk","10",0.769748766368869
"3710",0.8,"Florida","South","Heard it",10,"Not Bulk","10",0.831297700117098
"3711",1,"Florida","South","Personal",5,"Not Bulk","5",1.0586698797988
"3712",1.2,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10",0.831297700117098
"3713",1,"Indiana","Midwest","No Input",5,"Bulk","5",0.997700364266115
"3714",0.5,"Florida","South","No Input",10,"Not Bulk","10",0.795351133909905
